FCG J092203.2-004444   09 22 03.294  -00 44 44.76   0.90                                 145272                      
FCG J092250.4-071440   09 22 50.403  -07 14 40.11   0.45                                 146115                      catalog didn't capture morphology well
FCG J092639.0+292121   09 26 39.044  +29 21 21.84   1.01                                 150239                      
FCG J093014.7+234357   09 30 14.760  +23 43 57.91   0.85                                 154242                      
FCG J093206.8+095201   09 32 06.800  +09 52 01.71   0.72                                 156394                      sz?
FCG J093238.3+161155   09 32 38.381  +16 11 55.61   4.05                                 156829                      sz dd?distorted int
FCG J093723.8+245110   09 37 23.874  +24 51 10.00   1.33                                 162050                      
FCG J093850.7+090900   09 38 50.708  +09 09 00.97   0.80                                 163667                      
FCG J094036.5+465058   09 40 36.555  +46 50 58.77   0.90                                 165669                      dd? low level, core id ambiguous
FCG J094302.3+283445   09 43 02.328  +28 34 45.12   1.62                                 168394                      butterfly int
FCG J094745.2+072518   09 47 45.283  +07 25 18.83   3.89                                 173559                      distorted int linking grp= 173728 173834 cat missed core? 3C 227
FCG J094858.8+172254   09 48 58.879  +17 22 54.56   0.57                                 175032                      
FCG J095037.9+225504   09 50 37.910  +22 55 04.77   1.03                                 176855                      
FCG J100149.9+284708   10 01 49.942  +28 47 08.14   2.20                                 189232                      ring-lobe  3C 234 two two-component groups, core no cat entry
FCG J101541.4+594444   10 15 41.455  +59 44 44.57   0.52                                 204917                      
FCG J102659.4+413923   10 26 59.401  +41 39 23.99   0.76                                 217586                      
FCG J103257.3+273013   10 32 57.375  +27 30 13.70   0.75                                 224084                      sz?
FCG J104305.5+391417   10 43 05.503  +39 14 17.31   1.38                                 235200                      
FCG J105052.6+191503   10 50 52.676  +19 15 03.45   1.05                                 243713                      
FCG J105552.6-070721   10 55 52.614  -07 07 21.24   0.88                                 249371                      sz?
FCG J110702.5+113445   11 07 02.570  +11 34 45.51   0.91                                 261458                      
FCG J110831.2+010316   11 08 31.244  +01 03 16.25   1.01                                 263198                      
FCG J110905.6-070156   11 09 05.611  -07 01 56.19   1.25                                 263827                      
FCG J111204.2+493944   11 12 04.295  +49 39 44.46   1.03                                 267227                      
FCG J111218.1+475557   11 12 18.195  +47 55 57.57   1.13                                 267488                      nat? sz? cat missed core?
FCG J111425.8+413312   11 14 25.841  +41 33 12.34   0.49                                 269879                      butterfly
FCG J112016.3+435449   11 20 16.345  +43 54 49.43   0.60                                 276200                      rc? ppd
FCG J113021.3+005824   11 30 21.303  +00 58 24.01   0.58                                 287448                      int distorted
FCG J113713.6+310554   11 37 13.614  +31 05 54.90   1.41                                 295065                      
FCG J113753.6+370859   11 37 53.644  +37 08 59.79   0.92                                 295790                      sz?
FCG J114049.8+105755   11 40 49.821  +10 57 55.78   0.99                                 299039                      butterfly
FCG J114148.4+265816   11 41 48.411  +26 58 16.93   0.93                                 300054                      
FCG J114254.7+200118   11 42 54.736  +20 01 18.83   1.19                                 301275                      
FCG J115114.2-051815   11 51 14.217  -05 18 15.30   1.86                                 310592                      
FCG J115500.0+441702   11 55 00.007  +44 17 02.12   0.69                                 314914                      
FCG J120617.1+381233   12 06 17.187  +38 12 33.16   0.58                                 327520                      sz w dd?
FCG J120732.9+335240   12 07 32.942  +33 52 40.25   0.76                                 328869                      sz?
FCG J120938.9+222053   12 09 38.979  +22 20 53.22   0.91                                 331169                      w sz? distorted
FCG J121037.6+315705   12 10 37.679  +31 57 05.64   1.62                                 332278                      sz? fan bifurcation
FCG J121102.5+453916   12 11 02.533  +45 39 16.71   0.64                                 332733                      sz
FCG J121159.6+545535   12 11 59.633  +54 55 35.58   1.05                                 333846                      sz
FCG J121859.1+195527   12 18 59.119  +19 55 27.72   1.08                                 341505                      neat int
FCG J125341.2+034817   12 53 41.284  +03 48 17.88   0.49                                 379233                      sz? butterfly - (J2000) 12 53 41.337  +03 48 17.10 v
FCG J125800.7+443527   12 58 00.796  +44 35 27.32   0.80                                 383887                      dd? unu
FCG J125803.7-021618   12 58 03.781  -02 16 18.31   0.59                                 384056                      tri?
FCG J125900.8+203247   12 59 00.850  +20 32 47.02   0.60                                 385156                      rc
FCG J130116.3+104132   13 01 16.307  +10 41 32.55   1.06                                 387577                      
FCG J130654.3+180908   13 06 54.304  +18 09 08.24   1.70                                 393903                      
FCG J130935.1+372315   13 09 35.162  +37 23 15.10   0.78                                 396904                      sz
FCG J131039.1+200224   13 10 39.140  +20 02 24.72   0.93                                 398083                      
FCG J131509.2+455844   13 15 09.265  +45 58 44.31   0.96                                 403097                      dd? core id ambiguous
FCG J132127.4+621525   13 21 27.443  +62 15 25.36   1.07                                 410073                      dd? core id ambiguous
FCG J132309.9+415318   13 23 09.941  +41 53 18.02   0.46                                 411941                      sz rc? - arc around core int curiosity
FCG J132706.3-024930   13 27 06.388  -02 49 30.60   1.78                                 416180                      sz
FCG J132714.0+285319   13 27 14.035  +28 53 19.49   1.28                                 416318                      sz? ring-lobe?
FCG J133051.1+024842   13 30 51.126  +02 48 42.46   1.21                                 420221                      sz?
FCG J133606.6-073024   13 36 06.654  -07 30 24.43   0.69                                 425974                      rc
FCG J134003.0+503538   13 40 03.053  +50 35 38.60   0.76                                 430345                      sz dl?
FCG J134829.1+542641   13 48 29.102  +54 26 41.24   0.59                                 439787                      dl
FCG J135646.6+082421   13 56 46.691  +08 24 21.96   1.43                                 448878                      fans
FCG J135859.0+120359   13 58 59.095  +12 03 59.23   0.59                                 451360                      
FCG J140311.8+382751   14 03 11.810  +38 27 51.25   1.24                                 456170                      
FCG J140648.9-015417   14 06 48.958  -01 54 17.30   0.83                                 460113                      butterfly
FCG J142042.0+250842   14 20 42.060  +25 08 42.81   0.59                                 475497                      
FCG J142420.1+002527   14 24 20.196  +00 25 27.87   0.57                                 479319                      mg sz?+sz?
FCG J142440.5+263730   14 24 40.541  +26 37 30.46   1.49                                 479753                      sz ring-lobe bifurcation prototypical int
FCG J142646.3+271222   14 26 46.343  +27 12 22.54   0.67                                 482041                      sz? dl?
FCG J142702.7+164307   14 27 02.701  +16 43 07.63   0.52                                 482352                      sz?
FCG J142903.6+155712   14 29 03.639  +15 57 12.22   0.39                                 484710                      sz? tb?
FCG J143145.5+490200   14 31 45.576  +49 02 00.69   0.95                                 487685                      sz
FCG J143242.1+245544   14 32 42.198  +24 55 44.29   0.92                                 488749                      sz?
FCG J143351.9+003721   14 33 51.946  +00 37 21.90   0.90                                 489982                      nat?
FCG J143738.7+083419   14 37 38.773  +08 34 19.63   1.01                                 494219                      sz
FCG J143824.2+085733   14 38 24.266  +08 57 33.34   0.42                                 495072                      sz dl distorted
FCG J144048.5+603542   14 40 48.511  +60 35 42.63   0.46                                 497840                      rc
FCG J144434.5+192126   14 44 34.565  +19 21 26.07   0.68                                 501983                      
FCG J144801.7+295440   14 48 01.778  +29 54 40.03   0.74                                 505822                      mg sz? dl? dd irr int
FCG J144815.1+442419   14 48 15.197  +44 24 19.93   0.38                                 506081                      irr nat? tri? distorted bifurcation int
FCG J145035.7+361158   14 50 35.789  +36 11 58.09   1.05                                 508703                      sz
FCG J145221.3+145620   14 52 21.300  +14 56 20.62   0.51                                 510710                      
FCG J145405.8+095950   14 54 05.853  +09 59 50.77   0.76                                 512687                      sz dl?
FCG J145907.0+063558   14 59 07.071  +06 35 58.09   0.76                                 518239                      sz?
FCG J150157.2+075223   15 01 57.298  +07 52 23.36   0.96                                 521444                      sz
FCG J150228.9+524420   15 02 28.993  +52 44 20.06   1.26                                 521973                      wat dl int right angles
FCG J150407.8+574916   15 04 07.838  +57 49 16.37   1.04                                 523900                      asym fan
FCG J150619.4+202742   15 06 19.459  +20 27 42.75   0.83                                 526338                      sz
FCG J151340.0+260730   15 13 40.072  +26 07 30.69   2.01                                 534378                      butterfly int cat missed lobe?
FCG J151625.8+321456   15 16 25.838  +32 14 56.08   1.14                                 537380                      
FCG J152331.5+211656   15 23 31.578  +21 16 56.50   0.52                                 545247                      sz distorted
FCG J152404.8+542811   15 24 04.883  +54 28 11.06   1.34                                 545833                      sz w wiggle dd? int
FCG J153833.8+164349   15 38 33.816  +16 43 49.46   0.61                                 561863                      w? dd?
FCG J153915.1+141602   15 39 15.197  +14 16 02.39   1.40                                 562596                      sz? dd?
FCG J153952.8-022411   15 39 52.879  -02 24 11.12   0.42                                 563292                      b tri? bifurcation int
FCG J154101.0+441707   15 41 01.072  +44 17 07.36   1.29                                 564473                      sz dd? dl?
FCG J154257.9+295223   15 42 57.975  +29 52 23.64   0.34                                 566633                      sz? dl?
FCG J154413.1+304357   15 44 13.175  +30 43 57.19   0.84                                 567987                      
FCG J154448.6+080204   15 44 48.658  +08 02 04.13   1.03                                 568603                      sz? distorted hook
FCG J154603.7+192203   15 46 03.790  +19 22 03.43   0.40                                 569995                      mg dd? int unu
FCG J154858.5+184929   15 48 58.573  +18 49 29.26   1.10                                 573076                      sz?
FCG J155214.3+404144   15 52 14.327  +40 41 44.40   1.30                                 576498                      cat missed core?
FCG J155700.1+413108   15 57 00.110  +41 31 08.57   1.10                                 581351                      butterfly?
FCG J160039.0+205851   16 00 39.095  +20 58 51.76   0.81                                 585152                      butterfly bifurcation neat
FCG J160344.6+524224   16 03 44.625  +52 42 24.05   1.29                                 588192                      sz dd? int
FCG J160412.9+322103   16 04 12.991  +32 21 03.48   1.09                                 588684                      sz? dl? nat?
FCG J160719.2+062546   16 07 19.299  +06 25 46.10   1.63                                 591790                      dd core id ambiguous
FCG J161510.2+531015   16 15 10.273  +53 10 15.48   0.53                                 599327                      sz dl
FCG J161848.0+215924   16 18 48.054  +21 59 24.33   0.95                                 602701                      sz
FCG J162254.7+033322   16 22 54.788  +03 33 22.17   0.49                                 606442                      nat? ring? rc? bifurcation int
FCG J162419.2+394648   16 24 19.203  +39 46 48.14   1.43                                 607747                      sz?
FCG J162516.8+265234   16 25 16.827  +26 52 34.90   0.65                                 608588                      cat missed int
FCG J163502.5+372218   16 35 02.592  +37 22 18.24   0.83                                 617001                      core bulge
FCG J165436.7+224024   16 54 36.779  +22 40 24.17   1.02                                 632214                      sz? nat?
FCG J170500.1+503353   17 05 00.181  +50 33 53.30   1.70                                 639431                      sz? fan
FCG J171036.5+461107   17 10 36.504  +46 11 07.96   1.20                                 642897                      sz? dd
FCG J171321.0+450832   17 13 21.096  +45 08 32.35   0.99                                 644460                      sz? b?
FCG J171539.8+542059   17 15 39.820  +54 20 59.51   1.18                                 645826                      sz? butterfly ring ring-lobe
FCG J173044.3+381627   17 30 44.345  +38 16 27.87   1.01                                 652966                      
FCG J173606.2+524431   17 36 06.231  +52 44 31.50   0.83                                 654559                      sz butterfly
FCG J221312.2-085433   22 13 12.218  -08 54 33.14   1.19                                 663223                      sz? distorted
FCG J224349.5-095406   22 43 49.584  -09 54 06.80   1.11                                 667033                      dd?
FCG J230327.9-085335   23 03 27.908  -08 53 35.37   1.21                                 669524                      sz?
FCG J233343.8-103223   23 33 43.838  -10 32 23.09   0.82                                 673162                      butterfly distorted irr
FCG J233623.7+000233   23 36 23.786  +00 02 33.91   0.49                                 673524                      
FCG J233734.0-090025   23 37 34.046  -09 00 25.05   0.70                                 673669                      b rc irr dl?
