11 45 53.7 -00 33 04.5 2.055 20.1 g   16 11 45 47.5 -00 31 06.7 2.048 18.7 g   48 149.3 1.23  4.6     5.8
09 16 03.4 +33 09 31.8 3.148 20.3 g    8 09 16 11.0 +33 11 30.5 3.103 19.5 g   12 152.5 1.15  6.6     9.3
23 31 32.8 +01 06 20.9 2.644 18.9 g   11 23 31 39.7 +01 04 27.0 2.239 18.5 g   13 154.0 1.25  6.6     7.9
13 24 11.6 +03 20 50.0 3.670 22.2 g    1 13 24 01.5 +03 20 20.0 3.371 20.0 g    3 154.2 1.13  6.5     9.5
17 18 37.2 +30 28 52.0 2.049 19.7 g    5 17 18 45.0 +30 26 47.0 2.037 19.9 g    4 160.6 1.32  1.5     1.6
13 54 38.4 +59 31 34.0 3.000 20.4 g    4 13 54 42.9 +59 28 56.0 2.560 19.9 g    5 161.7 1.28  2.7     3.1
11 19 31.1 +60 49 21.0 2.648 18.3 g   24 11 19 28.9 +60 46 37.0 2.305 19.0 g    8 164.8 1.33  4.4     4.6
14 33 56.3 +23 22 22.8 4.145 22.5 g    5 14 34 08.3 +23 22 30.0 4.010 21.7 g    7 166.1 1.14  2.7     4.0
16 50 51.1 +34 43 10.0 2.007 18.5 g   21 16 50 43.3 +34 45 30.0 1.987 20.3 g    2 169.8 1.40  1.      1.0
08 52 37.9 +26 37 58.6 3.317 19.8 g    9 08 52 32.2 +26 35 26.2 3.217 20.8 g    4 170.9 1.27  2.2     2.6
13 37 57.9 +02 18 20.9 3.322 18.6 g   19 13 37 56.3 +02 15 30.1 2.319 19.2 g   11 172.3 1.39  3.7     3.6
16 25 57.7 +26 44 43.4 2.611 19.1 g   11 16 25 48.7 +26 46 58.6 2.539 17.3 g   22 180.3 1.43 29.     26.2
01 06 57.9 -08 55 00.1 2.364 18.2 g   15 01 06 58.4 -08 58 01.9 1.829 18.5 g   10 181.9 1.51  4.4     3.6
09 44 53.8 +50 43 00.0 3.768 20.6 g    8 09 45 08.0 +50 40 57.0 3.748 19.8 g   12 182.6 1.29 13.     14.5
14 29 33.0 +63 14 12.4 2.754 20.2 g    7 14 29 51.9 +63 16 31.9 2.409 18.7 g   19 188.9 1.52  6.5     5.3
10 40 19.1 +32 21 56.4 2.654 20.6 g    5 10 40 04.0 +32 21 50.6 2.633 19.0 g   12 191.0 1.51  6.6     5.5
08 03 05.8 +50 32 15.3 3.242 20.5 g    5 08 03 21.3 +50 34 17.4 3.239 20.3 g    6 191.1 1.42  3.6     3.4
02 48 40.1 -28 03 32.4 2.228 19.6 bJ   6 02 48 25.6 -28 03 55.4 2.143 19.5 bJ  48 193.8 1.59  2.6     2.0
09 46 42.4 +33 07 54.8 2.543 19.0 g   13 09 46 56.2 +33 06 25.8 2.538 19.0 g   12 194.2 1.54  6.      4.7
12 09 10.7 +11 35 45.2 3.122 19.3 g   11 12 09 17.9 +11 38 30.4 3.118 17.7 g   29 196.4 1.48 35.     30.3
10 00 54.4 +45 03 29.0 2.650 20.1 g    5 10 00 52.2 +45 00 11.0 2.570 20.2 g    5 199.3 1.58  2.1     1.6
14 30 06.4 -01 20 20.0 3.249 20.6 g    4 14 29 57.1 -01 17 57.0 3.117 19.7 g    7 199.7 1.50  5.4     4.5
14 11 30.7 +62 22 48.6 2.308 18.8 g    8 14 11 08.0 +62 24 52.2 2.264 21.2 g    1 200.4 1.63  0.56    0.4
14 22 09.7 +46 59 32.5 3.809 21.5 g    5 14 21 50.0 +46 59 38.6 3.676 21.6 g    2 201.9 1.44  2.3     2.1
15 37 29.5 +58 32 24.0 3.080 21.0 g    3 15 37 15.7 +58 29 33.0 2.581 17.8 g   25 202.3 1.60 19.     13.8
08 33 26.8 +08 15 52.0 2.574 18.0 g   20 08 33 21.6 +08 12 38.6 2.516 20.5 g    4 208.3 1.66  1.5     1.0
17 17 30.7 +26 22 27.0 2.201 18.5 g   18 17 17 15.2 +26 21 48.0 1.943 18.6 g    7 211.9 1.75  4.6     2.8
03 40 23.5 +00 31 11.8 1.913 20.1 g    3 03 40 27.3 +00 34 41.5 1.881 17.9 g   18 217.3 1.80  8.1     4.7
13 31 38.5 +00 42 21.1 2.435 18.6 g   13 13 31 25.9 +00 44 14.0 2.030 18.9 g    7 219.8 1.81  3.8     2.2
11 09 27.2 +55 41 20.0 3.465 19.7 g    9 11 09 52.3 +55 42 24.0 3.181 19.7 g    8 221.6 1.66  6.      4.1
14 34 55.4 +03 50 30.9 2.855 18.4 g   20 14 35 00.3 +03 54 03.5 2.490 19.6 g    8 224.8 1.79  3.2     1.9
08 07 35.0 +23 51 26.4 3.773 21.7 g    4 08 07 44.9 +23 48 25.7 3.730 21.2 g    4 225.9 1.60  3.5     2.6
09 35 48.5 +36 31 21.9 2.974 18.9 g   14 09 35 31.8 +36 33 17.6 2.867 18.5 g   16 231.8 1.79 13.      7.6
12 38 31.5 +44 32 58.2 3.323 20.2 g    6 12 38 15.0 +44 30 26.2 3.261 19.2 g    8 232.2 1.72 11.      6.8
14 26 28.0 +50 02 48.0 2.328 18.3 g   20 14 26 05.8 +50 04 26.0 2.244 17.9 g   25 235.2 1.91 11.      5.9
13 47 55.7 +00 39 35.0 3.816 20.5 g    6 13 48 08.8 +00 37 23.2 3.620 20.6 g    8 236.7 1.70  5.6     3.6
21 36 15.4 +10 27 54.0 2.957 19.9 g    8 21 36 29.4 +10 29 52.0 2.554 18.2 g   19 237.8 1.89 13.      6.7
10 54 16.5 +51 27 24.6 2.372 18.8 g    6 10 54 16.5 +51 23 26.1 2.347 18.9 g   14 238.5 1.92  5.      2.5
01 06 12.2 +00 19 20.1 3.094 19.5 g   13 01 06 16.1 +00 15 24.0 3.029 20.7 g    6 243.0 1.85  2.      1.1
16 43 30.1 +30 55 41.8 2.734 19.4 g    9 16 43 41.3 +30 58 59.8 2.597 18.9 g   10 244.5 1.93  7.      3.5
17 30 42.4 +54 56 01.1 2.129 18.8 g   34 17 30 14.7 +54 56 57.5 2.117 20.1 g   38 245.0 2.01  1.4     0.6
14 19 19.5 +57 45 13.0 3.341 19.9 g    6 14 19 00.6 +57 48 30.0 2.948 20.1 g    5 248.3 1.90  3.2     1.7
01 35 14.5 -00 53 18.9 2.114 19.1 g    8 01 35 21.0 -00 57 18.2 2.085 19.1 g    7 258.2 2.12  3.3     1.4
10 38 49.3 +55 13 37.5 3.858 21.4 g    2 10 38 41.5 +55 09 27.8 3.696 21.4 g    3 258.5 1.84  2.8     1.6
14 53 29.5 +00 23 57.3 2.540 18.4 g   20 14 53 38.0 +00 20 10.5 1.858 19.3 g    5 259.9 2.16  2.2     0.9
08 25 40.1 +35 44 14.0 3.853 20.1 g   15 08 25 50.2 +35 48 03.0 3.198 20.7 g    4 259.9 1.94  2.4     1.2
11 51 22.1 +02 04 26.4 2.411 19.1 g   13 11 51 38.0 +02 06 10.4 2.264 20.2 g    5 260.2 2.11  1.4     0.6
12 19 33.3 +00 32 26.4 2.886 19.6 g   10 12 19 22.2 +00 29 05.4 2.633 19.2 g   13 260.7 2.05  5.5     2.4
09 45 05.9 -00 46 44.9 2.302 20.4 g    6 09 44 54.2 -00 43 30.4 2.298 19.2 g   10 261.9 2.12  3.6     1.5
08 04 00.3 +30 20 46.0 3.451 21.0 g    7 08 03 42.0 +30 22 54.0 2.028 16.5 g   53 269.2 2.22 35.     13.2
08 36 59.8 +35 10 19.4 3.321 19.9 g    7 08 37 00.8 +35 05 50.2 3.311 18.7 g   16 269.5 1.99 18.      8.8
00 59 51.7 -08 44 23.8 2.158 18.5 g   15 00 59 34.1 -08 43 13.1 2.082 18.3 g   16 269.9 2.22  7.      2.7
08 59 59.1 +02 05 19.7 2.980 18.5 g   19 08 59 56.8 +02 09 52.8 2.235 20.2 g    3 275.3 2.24  1.4     0.5
11 26 34.3 -01 24 36.0 3.750 20.1 g    7 11 26 17.4 -01 26 32.0 3.626 19.8 g    8 278.7 2.00 12.      5.5
11 11 14.1 +01 20 34.4 2.168 18.5 g   14 11 11 31.3 +01 22 25.0 2.007 19.1 g    4 280.5 2.31  3.1     1.1
15 33 48.3 +50 31 28.0 2.225 18.5 g    5 15 34 12.7 +50 34 05.0 2.126 17.6 g   14 280.6 2.30 14.      4.9
23 37 56.6 -10 20 00.1 2.442 19.1 g   10 23 38 15.4 -10 19 17.2 2.279 21.0 g    1 281.8 2.28  0.68    0.2
08 54 06.1 +42 38 10.0 2.394 18.6 g   14 08 54 15.4 +42 42 34.0 2.176 19.3 g   10 283.2 2.31  3.      1.1
14 16 47.6 +63 02 51.0 2.035 18.1 g   14 14 16 50.8 +63 07 35.0 1.965 19.1 g    4 284.8 2.35  2.9     1.0
22 47 40.2 -09 15 11.8 4.167 22.8 g    1 22 47 21.1 -09 15 48.7 4.130 22.6 g    1 285.3 1.94  1.3     0.7
15 00 23.5 +61 47 29.0 3.004 20.0 g    5 15 00 58.7 +61 45 06.0 2.593 21.0 g    3 287.8 2.28  1.      0.4
08 30 53.0 +38 12 43.0 3.165 20.5 g    5 08 31 15.9 +38 14 24.0 3.069 20.7 g    5 288.1 2.18  2.1     0.8
21 36 19.4 +00 41 31.0 2.032 18.4 g   55 21 36 38.6 +00 41 54.0 1.949 17.1 g   65 288.9 2.39 18.      6.0
10 42 53.4 -00 13 00.9 2.957 18.9 g   22 10 42 43.1 -00 17 06.0 1.977 18.3 g   12 289.8 2.39  6.2     2.1
14 20 46.0 -00 05 18.0 2.198 19.4 g   58 14 20 55.6 -00 09 40.0 2.194 19.5 g   57 299.2 2.44  2.5     0.8
17 30 30.2 +60 19 47.4 2.219 19.0 g    9 17 29 43.4 +60 21 54.2 1.927 20.3 g    2 370.0 3.06  0.94    0.2
14 59 01.3 +00 21 23.7 1.994 18.6 g   18 14 58 38.0 +00 24 18.0 1.896 18.9 g    8 389.7 3.23  3.3     0.6
